n,algorithm,k,sample,seconds
86,numpy_matmul,0,73,6.999999999979245e-06
86,strassen,0,73,0.00031029200000001755
86,triple_loop,0,73,5.3917000000014426e-05
86,frievald,1,73,3.3124999999994964e-05
86,frievald,10,73,0.00015766700000000022
86,frievald,20,73,0.00032250000000000334
44,numpy_matmul,0,74,3.292000000015838e-06
44,strassen,0,74,4.250000000000087e-05
44,triple_loop,0,74,7.874999999990528e-06
44,frievald,1,74,3.7583000000007694e-05
44,frievald,10,74,0.00015441699999999003
44,frievald,20,74,0.0002704580000000012
94,numpy_matmul,0,75,9.000000000009e-06
94,strassen,0,75,0.00031395900000000254
94,triple_loop,0,75,5.745799999998247e-05
94,frievald,1,75,3.775000000000306e-05
94,frievald,10,75,0.00016970899999999012
94,frievald,20,75,0.00031999999999998696
25,numpy_matmul,0,76,2.083000000013824e-06
25,strassen,0,76,6.249999999985434e-06
25,triple_loop,0,76,6.916999999995177e-06
25,frievald,1,76,3.49580000000016e-05
25,frievald,10,76,0.00013695799999999259
25,frievald,20,76,0.00025712499999999694
54,numpy_matmul,0,77,3.7499999999968114e-06
54,strassen,0,77,4.291699999997567e-05
54,triple_loop,0,77,9.666999999990988e-06
54,frievald,1,77,3.649999999999487e-05
54,frievald,10,77,0.00014604199999998513
54,frievald,20,77,0.0002788330000000061
35,numpy_matmul,0,78,2.874999999985528e-06
35,strassen,0,78,4.03749999999814e-05
35,triple_loop,0,78,7.750000000000812e-06
35,frievald,1,78,4.616600000001414e-05
35,frievald,10,78,0.00020950000000000135
35,frievald,20,78,0.00031049999999999134
24,numpy_matmul,0,79,2.3330000000210127e-06
24,strassen,0,79,7.249999999986434e-06
24,triple_loop,0,79,7.582999999977691e-06
24,frievald,1,79,3.6916999999997424e-05
24,frievald,10,79,0.0001523330000000045
24,frievald,20,79,0.00025149999999998784
17,numpy_matmul,0,80,1.7910000000009862e-06
17,strassen,0,80,6.0000000000060005e-06
17,triple_loop,0,80,7.249999999986434e-06
17,frievald,1,80,3.924999999999068e-05
17,frievald,10,80,0.00013704199999997613
17,frievald,20,80,0.00024770800000001314
15,numpy_matmul,0,81,0.0038033749999999977
15,strassen,0,81,7.45800000001573e-06
15,triple_loop,0,81,7.125000000024473e-06
15,frievald,1,81,3.462500000001034e-05
15,frievald,10,81,0.0001347919999999947
15,frievald,20,81,0.0002556669999999872
61,numpy_matmul,0,82,5.0000000000050004e-06
61,strassen,0,82,4.6333000000009505e-05
61,triple_loop,0,82,1.2291999999997083e-05
61,frievald,1,82,2.9458999999981694e-05
61,frievald,10,82,0.00014212499999999295
61,frievald,20,82,0.0002672920000000023
77,numpy_matmul,0,83,6.666999999987988e-06
77,strassen,0,83,0.00031708399999999526
77,triple_loop,0,83,5.2291999999981575e-05
77,frievald,1,83,3.0124999999991964e-05
77,frievald,10,83,0.00015041699999998603
77,frievald,20,83,0.00028604199999998636
9,numpy_matmul,0,84,1.9169999999901766e-06
9,strassen,0,84,4.042000000009649e-06
9,triple_loop,0,84,5.333000000024013e-06
9,frievald,1,84,3.612500000002572e-05
9,frievald,10,84,0.00013462499999999933
9,frievald,20,84,0.0002527910000000022
8,numpy_matmul,0,85,1.0830000000128237e-06
8,strassen,0,85,2.2080000000035405e-06
8,triple_loop,0,85,4.166999999999366e-06
8,frievald,1,85,3.1458000000011976e-05
8,frievald,10,85,0.00013133400000001072
8,frievald,20,85,0.00024420899999999524
76,numpy_matmul,0,86,4.7499999999978115e-06
76,strassen,0,86,0.0003143750000000056
76,triple_loop,0,86,4.6709000000005885e-05
76,frievald,1,86,3.270799999999241e-05
76,frievald,10,86,0.00014899999999998248
76,frievald,20,86,0.00029041699999998727
28,numpy_matmul,0,87,1.7500000000225668e-06
28,strassen,0,87,5.958000000000352e-06
28,triple_loop,0,87,6.875000000017284e-06
28,frievald,1,87,3.279200000000371e-05
28,frievald,10,87,0.00012999999999999123
28,frievald,20,87,0.0002442910000000076
52,numpy_matmul,0,88,3.6670000000127434e-06
52,strassen,0,88,4.233399999997722e-05
52,triple_loop,0,88,9.167000000004366e-06
52,frievald,1,88,3.329199999999033e-05
52,frievald,10,88,0.00014004200000000688
52,frievald,20,88,0.0002600419999999881
47,numpy_matmul,0,89,2.500000000016378e-06
47,strassen,0,89,4.175000000000706e-05
47,triple_loop,0,89,8.334000000026487e-06
47,frievald,1,89,3.3832999999983127e-05
47,frievald,10,89,0.00013904199999997813
47,frievald,20,89,0.0002571660000000031
68,numpy_matmul,0,90,4.124999999993717e-06
68,strassen,0,90,0.0003081669999999981
68,triple_loop,0,90,4.641699999999305e-05
68,frievald,1,90,2.99579999999966e-05
68,frievald,10,90,0.00014700000000000824
68,frievald,20,90,0.00027325000000000266
25,numpy_matmul,0,91,1.7079999999891626e-06
25,strassen,0,91,5.707999999993163e-06
25,triple_loop,0,91,6.541999999998271e-06
25,frievald,1,91,3.233399999999498e-05
25,frievald,10,91,0.00012979100000001798
25,frievald,20,91,0.0002439590000000158
67,numpy_matmul,0,92,4.166999999999366e-06
67,strassen,0,92,0.0003122919999999918
67,triple_loop,0,92,4.2458999999994695e-05
67,frievald,1,92,3.683300000001388e-05
67,frievald,10,92,0.00014466599999998775
67,frievald,20,92,0.00027475000000001804
90,numpy_matmul,0,93,7.375000000003906e-06
90,strassen,0,93,0.00031720800000001326
90,triple_loop,0,93,5.5917000000016426e-05
90,frievald,1,93,2.9874999999984775e-05
90,frievald,10,93,0.0001550830000000003
90,frievald,20,93,0.0002943749999999856
14,numpy_matmul,0,94,1.2080000000025404e-06
14,strassen,0,94,3.833000000008635e-06
14,triple_loop,0,94,5.500000000019378e-06
14,frievald,1,94,3.174999999999706e-05
14,frievald,10,94,0.0001307500000000128
14,frievald,20,94,0.00023883299999999386
35,numpy_matmul,0,95,2.250000000009189e-06
35,strassen,0,95,3.820800000001179e-05
35,triple_loop,0,95,8.958000000003352e-06
35,frievald,1,95,3.6332999999999505e-05
35,frievald,10,95,0.00014266699999998522
35,frievald,20,95,0.0002657499999999813
74,numpy_matmul,0,96,4.833000000009635e-06
74,strassen,0,96,0.000302875000000008
74,triple_loop,0,96,4.554099999998229e-05
74,frievald,1,96,3.1250000000010436e-05
74,frievald,10,96,0.0001567080000000054
74,frievald,20,96,0.000292874999999998
44,numpy_matmul,0,97,2.583000000000446e-06
44,strassen,0,97,4.154099999997829e-05
44,triple_loop,0,97,7.958000000002352e-06
44,frievald,1,97,3.4082999999990315e-05
44,frievald,10,97,0.00014125000000000942
44,frievald,20,97,0.0002603330000000015
97,numpy_matmul,0,98,1.0041999999987894e-05
97,strassen,0,98,0.00030595799999999507
97,triple_loop,0,98,6.141700000000805e-05
97,frievald,1,98,3.9042000000016897e-05
97,frievald,10,98,0.0001688340000000066
97,frievald,20,98,0.0007953750000000148
34,numpy_matmul,0,99,5.250000000012189e-06
34,strassen,0,99,5.5917000000016426e-05
34,triple_loop,0,99,7.999999999980245e-06
34,frievald,1,99,4.641600000002133e-05
34,frievald,10,99,0.00016062499999999758
34,frievald,20,99,0.00025224999999998166
12,numpy_matmul,0,0,1.104200000001665e-05
12,strassen,0,0,1.5041999999992894e-05
12,triple_loop,0,0,1.1917000000000177e-05
12,frievald,1,0,0.00013625000000000442
12,frievald,10,0,0.0001553330000000075
12,frievald,20,0,0.00026362499999998956
79,numpy_matmul,0,1,9.333999999999731e-06
79,strassen,0,1,0.0003733339999999752
79,triple_loop,0,1,5.304200000000314e-05
79,frievald,1,1,4.120799999998703e-05
79,frievald,10,1,0.0001682909999999871
79,frievald,20,1,0.00032158300000001416
17,numpy_matmul,0,2,3.459000000011203e-06
17,strassen,0,2,6.79200000000546e-06
17,triple_loop,0,2,9.166000000004892e-06
17,frievald,1,2,3.395900000000007e-05
17,frievald,10,2,0.00013245800000000196
17,frievald,20,2,0.00024737499999999413
30,numpy_matmul,0,3,2.209000000003014e-06
30,strassen,0,3,6.416999999980799e-06
30,triple_loop,0,3,7.5830000000054465e-06
30,frievald,1,3,3.495900000000107e-05
30,frievald,10,3,0.00013512499999998595
30,frievald,20,3,0.0002534579999999842
58,numpy_matmul,0,4,3.374999999999906e-06
58,strassen,0,4,4.5333999999980223e-05
58,triple_loop,0,4,9.916999999998177e-06
58,frievald,1,4,4.149999999999987e-05
58,frievald,10,4,0.00014500000000000624
58,frievald,20,4,0.000276208
7,numpy_matmul,0,5,1.8750000000122835e-06
7,strassen,0,5,3.916999999992177e-06
7,triple_loop,0,5,4.332999999995257e-06
7,frievald,1,5,2.583300000000288e-05
7,frievald,10,5,0.00012970800000000615
7,frievald,20,5,0.0002449169999999834
81,numpy_matmul,0,6,7.499999999993623e-06
81,strassen,0,6,0.00031074999999999853
81,triple_loop,0,6,5.316699999999286e-05
81,frievald,1,6,3.483300000001188e-05
81,frievald,10,6,0.00015475000000000905
81,frievald,20,6,0.00029233299999997797
12,numpy_matmul,0,7,1.250000000008189e-06
12,strassen,0,7,4.166999999999366e-06
12,triple_loop,0,7,5.667000000014744e-06
12,frievald,1,7,3.183300000000888e-05
12,frievald,10,7,0.00013083299999999687
12,frievald,20,7,0.00024166700000000096
54,numpy_matmul,0,8,4.04099999998242e-06
54,strassen,0,8,4.800000000002025e-05
54,triple_loop,0,8,9.541000000001798e-06
54,frievald,1,8,3.416700000000161e-05
54,frievald,10,8,0.0001425410000000238
54,frievald,20,8,0.0002636250000000173
16,numpy_matmul,0,9,1.3749999999979057e-06
16,strassen,0,9,3.0829999999870683e-06
16,triple_loop,0,9,6.459000000014203e-06
16,frievald,1,9,3.49580000000016e-05
16,frievald,10,9,0.00012970800000000615
16,frievald,20,9,0.00024241700000002253
50,numpy_matmul,0,10,2.9579999999973516e-06
50,strassen,0,10,4.245799999999522e-05
50,triple_loop,0,10,9.04200000001465e-06
50,frievald,1,10,3.475000000000006e-05
50,frievald,10,10,0.00014062500000000533
50,frievald,20,10,0.0002606250000000143
68,numpy_matmul,0,11,5.290999999990609e-06
68,strassen,0,11,0.0003091669999999991
68,triple_loop,0,11,4.450000000000287e-05
68,frievald,1,11,3.366599999998776e-05
68,frievald,10,11,0.0001461670000000026
68,frievald,20,11,0.0002765829999999969
34,numpy_matmul,0,12,2.124999999991717e-06
34,strassen,0,12,4.179099999998548e-05
34,triple_loop,0,12,7.542000000027027e-06
34,frievald,1,12,3.4666999999988235e-05
34,frievald,10,12,0.0001459169999999954
34,frievald,20,12,0.0002571670000000026
54,numpy_matmul,0,13,3.0410000000091753e-06
54,strassen,0,13,4.23749999999834e-05
54,triple_loop,0,13,8.750000000001812e-06
54,frievald,1,13,3.3458000000013977e-05
54,frievald,10,13,0.0001417079999999904
54,frievald,20,13,0.0002637080000000014
96,numpy_matmul,0,14,6.2500000000131894e-06
96,strassen,0,14,0.0003156250000000138
96,triple_loop,0,14,5.83749999999994e-05
96,frievald,1,14,3.316700000000061e-05
96,frievald,10,14,0.00016083299999999912
96,frievald,20,14,0.0003043749999999956
71,numpy_matmul,0,15,4.707999999992163e-06
71,strassen,0,15,0.00031649999999999734
71,triple_loop,0,15,6.820799999998628e-05
71,frievald,1,15,7.07500000000083e-05
71,frievald,10,15,0.00016691599999998918
71,frievald,20,15,0.0002874999999999961
8,numpy_matmul,0,16,1.5839999999989196e-06
8,strassen,0,16,3.4999999999896225e-06
8,triple_loop,0,16,5.791000000004987e-06
8,frievald,1,16,3.620900000000926e-05
8,frievald,10,16,0.00013391700000001117
8,frievald,20,16,0.0002445000000000086
32,numpy_matmul,0,17,2.2499999999814335e-06
32,strassen,0,17,5.125000000022473e-06
32,triple_loop,0,17,9.209000000010015e-06
32,frievald,1,17,3.562500000001134e-05
32,frievald,10,17,0.00013295800000001634
32,frievald,20,17,0.00025737500000000413
95,numpy_matmul,0,18,9.957999999976597e-06
95,strassen,0,18,0.0003625419999999935
95,triple_loop,0,18,5.98340000000086e-05
95,frievald,1,18,3.862500000001434e-05
95,frievald,10,18,0.00016366600000000675
95,frievald,20,18,0.00030883300000000835
75,numpy_matmul,0,19,5.249999999984434e-06
75,strassen,0,19,0.0003061669999999961
75,triple_loop,0,19,4.699999999999149e-05
75,frievald,1,19,3.69580000000036e-05
75,frievald,10,19,0.0001513330000000035
75,frievald,20,19,0.00028379100000000546
46,numpy_matmul,0,20,2.7499999999958114e-06
46,strassen,0,20,4.350000000000187e-05
46,triple_loop,0,20,8.167000000003366e-06
46,frievald,1,20,3.541600000001033e-05
46,frievald,10,20,0.00014124999999998167
46,frievald,20,20,0.0002596250000000133
51,numpy_matmul,0,21,3.8329999999808795e-06
51,strassen,0,21,4.216699999998186e-05
51,triple_loop,0,21,9.707999999997163e-06
51,frievald,1,21,2.8000000000000247e-05
51,frievald,10,21,0.00013862500000000333
51,frievald,20,21,0.00026149999999999785
42,numpy_matmul,0,22,2.583000000000446e-06
42,strassen,0,22,4.1458999999993695e-05
42,triple_loop,0,22,7.833000000012635e-06
42,frievald,1,22,3.6666999999990235e-05
42,frievald,10,22,0.00013729200000001107
42,frievald,20,22,0.0002537079999999914
60,numpy_matmul,0,23,3.3329999999942572e-06
60,strassen,0,23,4.179099999998548e-05
60,triple_loop,0,23,1.0249999999989434e-05
60,frievald,1,23,3.458299999997694e-05
60,frievald,10,23,0.0001430829999999883
60,frievald,20,23,0.00026591599999997717
76,numpy_matmul,0,24,5.0000000000050004e-06
76,strassen,0,24,0.00031324999999998715
76,triple_loop,0,24,4.858299999999094e-05
76,frievald,1,24,3.116599999999914e-05
76,frievald,10,24,0.00014937499999997939
76,frievald,20,24,0.00028100000000000347
64,numpy_matmul,0,25,3.374999999999906e-06
64,strassen,0,25,3.624999999998768e-05
64,triple_loop,0,25,1.1875000000022284e-05
64,frievald,1,25,3.0374999999999153e-05
64,frievald,10,25,0.0001444170000000078
64,frievald,20,25,0.0002712089999999945
30,numpy_matmul,0,26,1.8340000000061085e-06
30,strassen,0,26,6.124999999995717e-06
30,triple_loop,0,26,6.790999999978231e-06
30,frievald,1,26,3.2292000000017085e-05
30,frievald,10,26,0.00013183299999999787
30,frievald,20,26,0.0002480829999999823
30,numpy_matmul,0,27,1.8340000000061085e-06
30,strassen,0,27,5.874999999988528e-06
30,triple_loop,0,27,6.666999999987988e-06
30,frievald,1,27,3.216699999999961e-05
30,frievald,10,27,0.00013129200000000507
30,frievald,20,27,0.00024829099999998383
5,numpy_matmul,0,28,1.4999999999876223e-06
5,strassen,0,28,3.416000000006081e-06
5,triple_loop,0,28,4.124999999993717e-06
5,frievald,1,28,2.4999999999997247e-05
5,frievald,10,28,0.00012737499999998514
5,frievald,20,28,0.0002395000000000036
78,numpy_matmul,0,29,4.915999999993703e-06
78,strassen,0,29,0.00030470800000001463
78,triple_loop,0,29,4.7415999999994574e-05
78,frievald,1,29,3.854200000000252e-05
78,frievald,10,29,0.00015133400000000297
78,frievald,20,29,0.00028341699999998027
21,numpy_matmul,0,30,2.042000000007649e-06
21,strassen,0,30,5.915999999994703e-06
21,triple_loop,0,30,7.167000000002366e-06
21,frievald,1,30,3.333300000002426e-05
21,frievald,10,30,0.0001293750000000149
21,frievald,20,30,0.0002479999999999982
20,numpy_matmul,0,31,1.7499999999948113e-06
20,strassen,0,31,5.417000000007555e-06
20,triple_loop,0,31,6.208000000007541e-06
20,frievald,1,31,3.308399999998879e-05
20,frievald,10,31,0.00013991599999998994
20,frievald,20,31,0.0002453340000000137
36,numpy_matmul,0,32,2.2080000000035405e-06
36,strassen,0,32,4.816699999998786e-05
36,triple_loop,0,32,6.2500000000131894e-06
36,frievald,1,32,3.3916999999994424e-05
36,frievald,10,32,0.00013787499999998176
36,frievald,20,32,0.00025149999999998784
99,numpy_matmul,0,33,9.25000000001619e-06
99,strassen,0,33,0.0003192500000000209
99,triple_loop,0,33,6.141700000000805e-05
99,frievald,1,33,4.2165999999982384e-05
99,frievald,10,33,0.00016504100000000466
99,frievald,20,33,0.00030654200000002074
66,numpy_matmul,0,34,4.292000000016838e-06
66,strassen,0,34,0.00030554200000001974
66,triple_loop,0,34,4.1874999999996776e-05
66,frievald,1,34,3.962499999998759e-05
66,frievald,10,34,0.00014320900000000525
66,frievald,20,34,0.00026950000000000585
88,numpy_matmul,0,35,6.457999999986974e-06
88,strassen,0,35,0.0003145410000000015
88,triple_loop,0,35,5.0207999999996034e-05
88,frievald,1,35,3.129199999998833e-05
88,frievald,10,35,0.00022733299999999623
88,frievald,20,35,0.0003039999999999987
10,numpy_matmul,0,36,1.3339999999917307e-06
10,strassen,0,36,4.7910000000039865e-06
10,triple_loop,0,36,5.875000000016284e-06
10,frievald,1,36,3.466599999998876e-05
10,frievald,10,36,0.00012824999999999642
10,frievald,20,36,0.00023637500000001088
56,numpy_matmul,0,37,3.583000000001446e-06
56,strassen,0,37,4.645799999999922e-05
56,triple_loop,0,37,8.834000000013109e-06
56,frievald,1,37,3.737500000000615e-05
56,frievald,10,37,0.00013925000000000742
56,frievald,20,37,0.00028662500000001256
10,numpy_matmul,0,38,1.1249999999907168e-06
10,strassen,0,38,3.916999999992177e-06
10,triple_loop,0,38,5.042000000010649e-06
10,frievald,1,38,3.100000000000325e-05
10,frievald,10,38,0.000128209000000018
10,frievald,20,38,0.00023437500000000888
44,numpy_matmul,0,39,2.500000000016378e-06
44,strassen,0,39,4.23749999999834e-05
44,triple_loop,0,39,7.749999999973056e-06
44,frievald,1,39,3.358300000000369e-05
44,frievald,10,39,0.00013637499999999414
44,frievald,20,39,0.0002511669999999966
25,numpy_matmul,0,40,1.8340000000061085e-06
25,strassen,0,40,5.915999999994703e-06
25,triple_loop,0,40,6.3749999999751505e-06
25,frievald,1,40,3.200000000000425e-05
25,frievald,10,40,0.00012858299999998768
25,frievald,20,40,0.00024083299999999586
55,numpy_matmul,0,41,3.1250000000204725e-06
55,strassen,0,41,4.279199999998595e-05
55,triple_loop,0,41,9.750000000002812e-06
55,frievald,1,41,3.466600000001652e-05
55,frievald,10,41,0.00014054099999999403
55,frievald,20,41,0.00026450000000000085
55,numpy_matmul,0,42,3.083000000014824e-06
55,strassen,0,42,4.2375000000011154e-05
55,triple_loop,0,42,9.333999999999731e-06
55,frievald,1,42,3.34170000000078e-05
55,frievald,10,42,0.00014137499999999914
55,frievald,20,42,0.0002913330000000047
20,numpy_matmul,0,43,2.1669999999973655e-06
20,strassen,0,43,5.915999999994703e-06
20,triple_loop,0,43,6.208999999979259e-06
20,frievald,1,43,3.237500000000115e-05
20,frievald,10,43,0.0001307919999999907
20,frievald,20,43,0.0002881669999999781
4,numpy_matmul,0,44,1.1669999999963654e-06
4,strassen,0,44,2.4580000000107294e-06
4,triple_loop,0,44,4.041000000010175e-06
4,frievald,1,44,3.008300000001407e-05
4,frievald,10,44,0.00012754100000000879
4,frievald,20,44,0.00027050000000000685
40,numpy_matmul,0,45,2.457999999982974e-06
40,strassen,0,45,4.029199999999733e-05
40,triple_loop,0,45,7.5830000000054465e-06
40,frievald,1,45,2.9833000000006882e-05
40,frievald,10,45,0.00014587500000001752
40,frievald,20,45,0.0002821249999999942
37,numpy_matmul,0,46,2.541999999994271e-06
37,strassen,0,46,4.4959000000011073e-05
37,triple_loop,0,46,7.540999999999798e-06
37,frievald,1,46,3.704099999998767e-05
37,frievald,10,46,0.00013658299999999568
37,frievald,20,46,0.00025320800000000476
32,numpy_matmul,0,47,1.415999999976325e-06
32,strassen,0,47,3.124999999992717e-06
32,triple_loop,0,47,7.042000000012649e-06
32,frievald,1,47,3.258300000000269e-05
32,frievald,10,47,0.00013266700000000298
32,frievald,20,47,0.0002479160000000147
91,numpy_matmul,0,48,9.041999999986894e-06
91,strassen,0,48,0.00042104200000001035
91,triple_loop,0,48,7.250000000000312e-05
91,frievald,1,48,4.466599999999876e-05
91,frievald,10,48,0.00019825000000001092
91,frievald,20,48,0.0003424999999999956
91,numpy_matmul,0,49,1.062499999998634e-05
91,strassen,0,49,0.0003289170000000119
91,triple_loop,0,49,5.833299999999375e-05
91,frievald,1,49,3.2874999999987775e-05
91,frievald,10,49,0.0001582089999999925
91,frievald,20,49,0.00029770899999997935
84,numpy_matmul,0,50,7.582999999977691e-06
84,strassen,0,50,0.00031395800000000307
84,triple_loop,0,50,5.3165999999993385e-05
84,frievald,1,50,3.2042000000009896e-05
84,frievald,10,50,0.00015249999999999986
84,frievald,20,50,0.00028754200000000174
62,numpy_matmul,0,51,3.624999999979339e-06
62,strassen,0,51,4.383299999999313e-05
62,triple_loop,0,51,1.0249999999989434e-05
62,frievald,1,51,3.4250000000013436e-05
62,frievald,10,51,0.00014274999999999705
62,frievald,20,51,0.0002643329999999777
53,numpy_matmul,0,52,3.2919999999880822e-06
53,strassen,0,52,4.424999999999568e-05
53,triple_loop,0,52,8.79200000000746e-06
53,frievald,1,52,3.483300000001188e-05
53,frievald,10,52,0.0001483330000000005
53,frievald,20,52,0.00025875000000000203
88,numpy_matmul,0,53,5.9170000000219325e-06
88,strassen,0,53,0.00031245899999998716
88,triple_loop,0,53,5.179199999999495e-05
88,frievald,1,53,3.2874999999987775e-05
88,frievald,10,53,0.00015358299999998493
88,frievald,20,53,0.0003037499999999915
19,numpy_matmul,0,54,1.7920000000004599e-06
19,strassen,0,54,5.707999999993163e-06
19,triple_loop,0,54,6.417000000008555e-06
19,frievald,1,54,3.2791000000004233e-05
19,frievald,10,54,0.00012791700000000517
19,frievald,20,54,0.0002395000000000036
13,numpy_matmul,0,55,1.8340000000061085e-06
13,strassen,0,55,3.7499999999968114e-06
13,triple_loop,0,55,5.375000000001906e-06
13,frievald,1,55,3.44170000000088e-05
13,frievald,10,55,0.00012895800000001234
13,frievald,20,55,0.0002387090000000036
36,numpy_matmul,0,56,2.124999999991717e-06
36,strassen,0,56,4.1375000000010154e-05
36,triple_loop,0,56,7.124999999996717e-06
36,frievald,1,56,3.4042000000011896e-05
36,frievald,10,56,0.00013433400000001372
36,frievald,20,56,0.0002477500000000188
97,numpy_matmul,0,57,9.124999999998717e-06
97,strassen,0,57,0.000309541999999996
97,triple_loop,0,57,6.0541999999996765e-05
97,frievald,1,57,3.074999999999606e-05
97,frievald,10,57,0.00016037499999999039
97,frievald,20,57,0.0003057079999999879
38,numpy_matmul,0,58,2.2909999999876085e-06
38,strassen,0,58,4.2791000000014234e-05
38,triple_loop,0,58,6.916999999995177e-06
38,frievald,1,58,3.3042000000010896e-05
38,frievald,10,58,0.00013566700000000598
38,frievald,20,58,0.0002482500000000054
77,numpy_matmul,0,59,5.208000000006541e-06
77,strassen,0,59,0.0003224579999999977
77,triple_loop,0,59,4.6917000000007425e-05
77,frievald,1,59,3.024999999998168e-05
77,frievald,10,59,0.0001547920000000147
77,frievald,20,59,0.0003872920000000113
12,numpy_matmul,0,60,1.9169999999901766e-06
12,strassen,0,60,5.250000000012189e-06
12,triple_loop,0,60,6.208999999979259e-06
12,frievald,1,60,3.783299999998713e-05
12,frievald,10,60,0.00013520799999999777
12,frievald,20,60,0.00023691700000000315
79,numpy_matmul,0,61,6.375000000002906e-06
79,strassen,0,61,0.0003188329999999906
79,triple_loop,0,61,4.808300000000432e-05
79,frievald,1,61,3.229199999998933e-05
79,frievald,10,61,0.00015662499999999357
79,frievald,20,61,0.00030795799999999707
52,numpy_matmul,0,62,3.0000000000030003e-06
52,strassen,0,62,4.216600000001014e-05
52,triple_loop,0,62,9.207999999982786e-06
52,frievald,1,62,3.533399999999798e-05
52,frievald,10,62,0.00013766599999998075
52,frievald,20,62,0.00025449999999999084
20,numpy_matmul,0,63,1.6670000000107432e-06
20,strassen,0,63,5.500000000019378e-06
20,triple_loop,0,63,5.79200000000446e-06
20,frievald,1,63,3.3082999999989315e-05
20,frievald,10,63,0.00012687499999999852
20,frievald,20,63,0.00023716699999998259
23,numpy_matmul,0,64,1.8330000000066349e-06
23,strassen,0,64,5.540999999997798e-06
23,triple_loop,0,64,6.625000000010095e-06
23,frievald,1,64,3.349999999999187e-05
23,frievald,10,64,0.0001271250000000057
23,frievald,20,64,0.0002449579999999896
57,numpy_matmul,0,65,3.333999999993731e-06
57,strassen,0,65,4.2583000000012694e-05
57,triple_loop,0,65,9.83299999998688e-06
57,frievald,1,65,3.875000000000406e-05
57,frievald,10,65,0.00013891700000001617
57,frievald,20,65,0.0002594160000000123
14,numpy_matmul,0,66,1.3749999999979057e-06
14,strassen,0,66,3.875000000014284e-06
14,triple_loop,0,66,5.332999999996257e-06
14,frievald,1,66,5.058299999999294e-05
14,frievald,10,66,0.00012587499999999752
14,frievald,20,66,0.00023699999999998722
51,numpy_matmul,0,67,3.0419999999808933e-06
51,strassen,0,67,4.170800000000141e-05
51,triple_loop,0,67,9.249999999988434e-06
51,frievald,1,67,3.379200000000471e-05
51,frievald,10,67,0.0001385000000000136
51,frievald,20,67,0.0002565419999999985
39,numpy_matmul,0,68,2.3339999999927308e-06
39,strassen,0,68,4.054200000000452e-05
39,triple_loop,0,68,7.750000000000812e-06
39,frievald,1,68,3.366600000001552e-05
39,frievald,10,68,0.00013529200000000907
39,frievald,20,68,0.00025158299999999967
58,numpy_matmul,0,69,3.292000000015838e-06
58,strassen,0,69,4.2125000000003965e-05
58,triple_loop,0,69,1.0500000000024379e-05
58,frievald,1,69,3.6332999999999505e-05
58,frievald,10,69,0.00013937499999999714
58,frievald,20,69,0.00026162499999998756
20,numpy_matmul,0,70,1.665999999983514e-06
20,strassen,0,70,5.458999999985448e-06
20,triple_loop,0,70,5.790999999977231e-06
20,frievald,1,70,3.091700000001918e-05
20,frievald,10,70,0.00019987499999998826
20,frievald,20,70,0.00028779200000000893
97,numpy_matmul,0,71,1.887500000000153e-05
97,strassen,0,71,0.0003630000000000022
97,triple_loop,0,71,6.599999999998274e-05
97,frievald,1,71,5.0207999999996034e-05
97,frievald,10,71,0.0001877079999999809
97,frievald,20,71,0.00032687500000000425
73,numpy_matmul,0,72,6.417000000008555e-06
73,strassen,0,72,0.0003173750000000086
73,triple_loop,0,72,4.604199999999614e-05
73,frievald,1,72,3.879199999998195e-05
73,frievald,10,72,0.0001647499999999913
73,frievald,20,72,0.00030145800000000444
86,numpy_matmul,0,73,2.4583000000022448e-05
86,strassen,0,73,0.00034766600000002423
86,triple_loop,0,73,5.458400000002417e-05
86,frievald,1,73,4.741600000002233e-05
86,frievald,10,73,0.00017270799999999364
86,frievald,20,73,0.00030974999999999753
44,numpy_matmul,0,74,2.9579999999973516e-06
44,strassen,0,74,4.520800000001879e-05
44,triple_loop,0,74,8.291999999993083e-06
44,frievald,1,74,3.608300000002007e-05
44,frievald,10,74,0.00013924999999997967
44,frievald,20,74,0.00025858300000000667
94,numpy_matmul,0,75,9.290999999994609e-06
94,strassen,0,75,0.000321208999999989
94,triple_loop,0,75,5.841700000000505e-05
94,frievald,1,75,3.437500000000315e-05
94,frievald,10,75,0.00015958299999999093
94,frievald,20,75,0.00030320799999999926
25,numpy_matmul,0,76,2.000000000002e-06
25,strassen,0,76,6.500000000020378e-06
25,triple_loop,0,76,7.124999999996717e-06
25,frievald,1,76,3.500000000000725e-05
25,frievald,10,76,0.00013045799999999996
25,frievald,20,76,0.00024374999999998703
54,numpy_matmul,0,77,3.2089999999762586e-06
54,strassen,0,77,4.6458999999998696e-05
54,triple_loop,0,77,9.208000000010541e-06
54,frievald,1,77,3.520799999998103e-05
54,frievald,10,77,0.00014108300000001406
54,frievald,20,77,0.0002649170000000034
35,numpy_matmul,0,78,2.583000000000446e-06
35,strassen,0,78,4.250000000000087e-05
35,triple_loop,0,78,7.124999999996717e-06
35,frievald,1,78,3.629199999999333e-05
35,frievald,10,78,0.0001351669999999916
35,frievald,20,78,0.0002486250000000023
24,numpy_matmul,0,79,1.8340000000061085e-06
24,strassen,0,79,6.125000000023473e-06
24,triple_loop,0,79,6.416999999980799e-06
24,frievald,1,79,3.362500000000934e-05
24,frievald,10,79,0.00012858300000001543
